,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Pts Won,Pts Max,Share,WS,WS/48,W,L,W/L%,GB,PS/G,PA/G,SRS,PTS_Scaled,TRB_Scaled,AST_Scaled,STL_Scaled,BLK_Scaled,FG%_Scaled,eFG%_Scaled,WS_Scaled,WS/48_Scaled
5374,Hakeem Olajuwon,33.0,Houston Rockets,C,72.0,72.0,38.8,10.7,20.8,0.514,0.0,0.2,0.214,10.6,20.6,0.517,0.515,5.5,7.6,0.724,2.4,8.4,10.9,3.6,1.6,2.9,3.4,3.4,26.9,1996,238.0,1130.0,0.211,9.7,0.166,48,34,.585,11.0,102.5,100.7,1.63,0.7837817028329765,1.0307107010048322,-0.6692136123037962,0.3730244701030168,2.225412579084089,0.5605997380067077,-0.15321063941157062,-0.3575626445646634,-0.6359450189510988
5375,Hakeem Olajuwon,34.0,Houston Rockets,C,78.0,78.0,36.6,9.3,18.3,0.51,0.1,0.2,0.313,9.3,18.1,0.512,0.512,4.5,5.7,0.787,2.2,7.0,9.2,3.0,1.5,2.2,3.6,3.2,23.2,1997,95.0,1150.0,0.083,9.1,0.154,57,25,.695,7.0,100.6,96.1,3.85,0.07230603914828351,0.5116009404696152,-0.8928449130143092,0.18221111432705,1.4303064845174907,0.4722863905295797,-0.22428173449982813,-0.5379146554665296,-0.8851483133152342
5377,Hakeem Olajuwon,36.0,Houston Rockets,C,50.0,50.0,35.7,7.5,14.5,0.514,0.1,0.3,0.308,7.4,14.2,0.518,0.517,3.9,5.4,0.717,2.1,7.4,9.6,1.8,1.6,2.5,2.8,3.2,18.9,1999,3.0,1180.0,0.003,6.5,0.175,31,19,.620,6.0,94.2,91.9,1.39,-0.754544056485279,0.6337444135367252,-1.3401075144353354,0.3730244701030168,1.771066239331747,0.5605997380067077,-0.10582990935273229,-1.3194400360412835,-0.4490425481779978
5709,Isaiah Thomas,27.0,Boston Celtics,PG,76.0,76.0,33.8,9.0,19.4,0.463,3.2,8.5,0.379,5.8,10.9,0.528,0.546,7.8,8.5,0.909,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,2017,81.0,1010.0,0.08,12.5,0.234,53,29,.646,—,108.0,105.4,2.25,1.1683631426625405,-1.4732304968709187,0.18803970708650386,-0.96266902032875,-0.8414252142442193,-0.5653954423266733,0.5811906765004236,0.48408007297737954,0.7762069824456673
5730,Isiah Thomas,29.0,Detroit Pistons,PG,48.0,46.0,34.5,6.0,13.9,0.435,0.4,1.4,0.292,5.6,12.5,0.45,0.449,3.7,4.8,0.782,0.7,2.6,3.3,9.3,1.6,0.2,3.9,2.5,16.2,1991,11.0,960.0,0.011,3.4,0.098,50,32,.610,11.0,100.1,96.8,3.08,-1.2737290002551902,-1.2900152872702542,1.4552837444460778,0.3730244701030168,-0.8414252142442193,-1.1835888746665695,-1.7167747313532344,-2.2512587590342594,-2.048097020347865
5820,Ja Morant,22.0,Memphis Grizzlies,PG,57.0,57.0,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,2022,10.0,1000.0,0.01,6.7,0.171,56,26,.683,—,115.6,109.9,5.37,0.8799270627903676,-0.5571544488675952,0.48621477470052116,-0.3902289530008501,-0.6142520443680484,0.09695466375178563,0.2021448360297169,-1.2593226990739947,-0.5321103129660424
5821,Ja Morant,23.0,Memphis Grizzlies,PG,61.0,59.0,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,0.504,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,2023,1.0,1000.0,0.001,6.0,0.148,51,31,.622,—,116.9,113.0,3.60,0.6491781988926294,-0.4960827123340403,1.0080211430250514,-0.5810423087768165,-0.7278386293061337,-0.4991604317188273,-0.41380465473518147,-1.4697333784595055,-1.009749960497302
5986,Jalen Brunson,26.0,New York Knicks,PG,68.0,68.0,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,2023,1.0,1000.0,0.001,8.7,0.175,47,35,.573,10.0,116.0,113.1,2.99,0.2261386150801092,-1.2289435507366993,0.2998553574417603,-0.96266902032875,-0.8414252142442193,0.05279799001322162,0.6048810415298428,-0.6581493294011073,-0.4490425481779978
5987,Jalen Brunson,27.0,New York Knicks,PG,77.0,77.0,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7,2024,142.0,990.0,0.143,11.2,0.198,50,32,.610,14.0,112.8,108.2,4.36,1.1299049986795842,-1.1984076824699217,0.48621477470052116,-0.96266902032875,-0.8414252142442193,-0.21214205241816245,0.5101195814121661,0.09331738269000235,0.028597099353261705
5988,Jalen Brunson,28.0,New York Knicks,PG,65.0,65.0,35.4,9.0,18.5,0.488,2.3,6.1,0.383,6.7,12.4,0.539,0.551,5.7,6.9,0.821,0.4,2.5,2.9,7.3,0.9,0.1,2.5,2.1,26.0,2025,1.0,1000.0,0.001,8.3,0.172,51,31,.622,10.0,115.8,111.7,3.59,0.6107200549096731,-1.4121587603373638,0.7098460754110341,-0.96266902032875,-0.9550117991823048,-0.013437020594624394,0.6996425016475194,-0.7783840033356844,-0.5113433717690317
6018,Jalen Rose,27.0,Indiana Pacers,SF,80.0,80.0,37.2,7.0,15.0,0.471,1.0,2.5,0.393,6.1,12.5,0.486,0.503,3.2,3.8,0.827,0.5,4.3,4.8,4.0,1.1,0.6,2.4,2.9,18.2,2000,1.0,1210.0,0.001,7.3,0.118,56,26,.683,—,101.3,96.7,4.15,-0.8891475604256263,-0.8319772632685924,-0.5201260784967876,-0.5810423087768165,-0.3870788744918774,-0.38876874737241846,-0.43749501976460065,-1.0789706881721284,-1.6327581964076399
6091,Jamal Mashburn,30.0,New Orleans Hornets,SF,82.0,81.0,40.5,8.2,19.3,0.422,1.5,3.7,0.389,6.7,15.6,0.43,0.46,3.8,4.5,0.848,0.8,5.3,6.1,5.6,1.0,0.2,2.8,2.4,21.6,2003,1.0,1190.0,0.001,9.0,0.13,47,35,.573,3.0,93.9,91.8,1.52,-0.23535911271536722,-0.4350109758004856,0.07622405673124706,-0.7718556645527833,-0.8414252142442193,-1.4706072539672355,-1.4561807160296236,-0.5679733239501739,-1.3835549020435045
6154,James Harden,23.0,Houston Rockets,SG,78.0,78.0,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,2013,33.0,1210.0,0.027,12.8,0.206,45,37,.549,13.0,106.0,102.5,3.69,0.5914909829181947,-0.8014413950018148,0.15076782363475147,0.75465118165495,-0.5006654594299629,-1.1173538640587235,-0.41380465473518147,0.5742560784283129,0.1947326289293514
6155,James Harden,24.0,Houston Rockets,SG,73.0,73.0,38.0,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,2014,85.0,1250.0,0.068,12.8,0.221,54,28,.659,8.0,107.7,103.1,5.06,0.49534562296080364,-0.8625131315353698,0.2625834739900079,0.3730244701030168,-0.6142520443680484,-0.7199438004116473,0.17845447100029774,0.5742560784283129,0.5062367468845207
6156,James Harden,25.0,Houston Rockets,SG,81.0,81.0,36.8,8.0,18.1,0.44,2.6,6.9,0.375,5.4,11.3,0.48,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,2015,936.0,1300.0,0.72,16.4,0.265,56,26,.683,—,103.9,100.5,3.82,0.8799270627903676,-0.5571544488675952,0.5980304250557776,0.9454645374309165,-0.2734922895537919,-1.0731971903201594,-0.2479720995292473,1.6563681438395101,1.4199821595530167
6157,James Harden,26.0,Houston Rockets,SG,82.0,82.0,38.1,8.7,19.7,0.439,2.9,8.0,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29.0,2016,9.0,1310.0,0.007,13.3,0.204,41,41,.500,26.0,106.5,106.4,0.34,1.187592214654019,-0.4350109758004856,0.7843898423145385,0.5638378258789832,-0.3870788744918774,-1.0952755271894414,-0.22428173449982813,0.7245494208465348,0.15319874653532883
6158,James Harden,27.0,Houston Rockets,PG,81.0,81.0,36.4,8.3,18.9,0.44,3.2,9.3,0.347,5.1,9.6,0.53,0.525,9.2,10.9,0.847,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,2017,753.0,1010.0,0.746,15.0,0.245,55,27,.671,6.0,115.3,109.6,5.84,1.2068212866454975,0.1757063895350634,2.163449530029369,0.18221111432705,-0.5006654594299629,-1.0731971903201594,0.08369301088262106,1.2355467850684891,1.0046433356127908
6159,James Harden,28.0,Houston Rockets,SG,72.0,72.0,35.4,9.0,20.1,0.449,3.7,10.0,0.367,5.4,10.1,0.531,0.541,8.7,10.1,0.858,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,2018,965.0,1010.0,0.955,15.4,0.289,65,17,.793,—,112.4,103.9,8.21,1.4567992225347135,-0.6487620536679275,1.268924327187317,0.75465118165495,-0.2734922895537919,-0.8744921584966213,0.46273885135332776,1.3557814590030668,1.9183887482812862
6160,James Harden,29.0,Houston Rockets,PG,78.0,78.0,36.8,10.8,24.5,0.442,4.8,13.2,0.368,6.0,11.3,0.528,0.541,9.7,11.0,0.879,0.8,5.8,6.6,7.5,2.0,0.7,5.0,3.1,36.1,2019,776.0,1010.0,0.768,15.2,0.254,53,29,.646,—,113.9,109.1,4.96,2.552856326048971,-0.28233163446659837,0.7843898423145385,1.1362778932068833,-0.2734922895537919,-1.0290405165815955,0.46273885135332776,1.2956641220357776,1.1915458063858924
6161,James Harden,30.0,Houston Rockets,SG,68.0,68.0,36.5,9.9,22.3,0.444,4.4,12.4,0.355,5.5,9.9,0.556,0.543,10.2,11.8,0.865,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3,2020,367.0,1010.0,0.363,13.1,0.254,44,28,.611,—,117.8,114.8,3.13,2.2067330302023627,-0.28233163446659837,0.7843898423145385,0.75465118165495,-0.046319119677620854,-0.9848838428430313,0.5101195814121661,0.6644320838792458,1.1915458063858924
6165,James Harden,35.0,Los Angeles Clippers,PG,79.0,79.0,35.3,6.7,16.4,0.41,3.0,8.5,0.352,3.7,7.9,0.472,0.501,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8,2025,1.0,1000.0,0.001,8.3,0.143,50,32,.610,—,112.9,108.2,4.84,-0.004610248817629,-0.5266185806008179,1.2316524437355643,0.18221111432705,-0.2734922895537919,-1.7355472963986196,-0.48487574982343895,-0.7783840033356844,-1.1135846664823583
6418,Jason Kidd,21.0,Dallas Mavericks,PG,79.0,79.0,33.8,4.2,10.8,0.385,0.9,3.3,0.272,3.3,7.6,0.433,0.426,2.4,3.5,0.698,1.9,3.5,5.4,7.7,1.9,0.3,3.2,1.8,11.7,1995,7.0,1050.0,0.007,3.7,0.066,36,46,.439,26.0,103.2,106.1,-2.39,-2.139037239871709,-0.6487620536679275,0.8589336092180428,0.9454645374309165,-0.7278386293061337,-2.2875057181306686,-2.2616531270298754,-2.1610827535833264,-2.7126391386522255
6420,Jason Kidd,24.0,Phoenix Suns,PG,82.0,82.0,38.0,4.4,10.5,0.416,0.9,2.8,0.313,3.5,7.6,0.454,0.458,2.0,2.5,0.799,1.3,4.9,6.2,9.1,2.0,0.3,3.2,1.7,11.6,1998,5.0,1160.0,0.004,8.0,0.123,56,26,.683,5.0,99.6,94.4,4.44,-2.158266311863187,-0.40447510753370797,1.380739977542573,1.1362778932068833,-0.7278386293061337,-1.6030772751829274,-1.5035614460884619,-0.8685600087866178,-1.5289234904225835
6421,Jason Kidd,25.0,Phoenix Suns,PG,50.0,50.0,41.2,6.2,14.0,0.444,0.9,2.5,0.366,5.3,11.5,0.461,0.476,3.6,4.8,0.757,1.7,5.0,6.8,10.8,2.3,0.4,3.0,2.2,16.9,1999,159.0,1180.0,0.135,8.1,0.188,27,23,.540,8.0,95.6,93.3,2.15,-1.139125496314843,-0.2212598979330434,2.0143619962223602,1.708717960534783,-0.6142520443680484,-0.9848838428430313,-1.077134875558918,-0.8385013403029734,-0.17907231261685114
6422,Jason Kidd,26.0,Phoenix Suns,PG,67.0,67.0,39.0,5.2,12.8,0.409,0.8,2.5,0.337,4.4,10.3,0.427,0.442,3.0,3.7,0.829,1.4,5.8,7.2,10.1,2.0,0.4,3.4,2.2,14.3,2000,25.0,1210.0,0.021,8.5,0.156,53,29,.646,14.0,98.9,93.7,5.24,-1.6390813680932756,-0.09911642486593349,1.753458812060095,1.1362778932068833,-0.6142520443680484,-1.7576256332679014,-1.8826072865591685,-0.7182666663683958,-0.8436144309212117
6423,Jason Kidd,27.0,Phoenix Suns,PG,77.0,76.0,39.8,5.9,14.2,0.411,0.9,3.0,0.297,5.0,11.2,0.442,0.443,4.3,5.2,0.814,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2,16.9,2001,18.0,1240.0,0.015,9.6,0.15,51,31,.622,5.0,94.0,91.8,2.63,-1.139125496314843,-0.34340337100015306,1.6416431617048388,1.517904604758817,-0.7278386293061337,-1.7134689595293375,-1.8589169215297494,-0.38762131304830766,-0.9682160781032794
6424,Jason Kidd,28.0,New Jersey Nets,PG,82.0,82.0,37.3,5.4,13.9,0.391,1.4,4.4,0.321,4.0,9.4,0.424,0.442,2.5,3.0,0.814,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7,2002,897.0,1260.0,0.712,8.9,0.14,52,30,.634,—,96.2,92.0,3.67,-1.562165080127363,-0.06858055659915614,1.6789150451565908,1.3270912489828501,-0.8414252142442193,-2.155035696914976,-1.8826072865591685,-0.5980319924338181,-1.1758854900733917
6425,Jason Kidd,29.0,New Jersey Nets,PG,80.0,80.0,37.4,6.4,15.6,0.414,1.6,4.6,0.341,4.9,10.9,0.445,0.465,4.2,5.0,0.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7,2003,31.0,1190.0,0.026,11.3,0.182,49,33,.598,—,95.4,90.1,4.42,-0.7930022004682353,-0.3739392392669306,1.306196210639069,1.517904604758817,-0.7278386293061337,-1.6472339489214916,-1.3377288908825278,0.12337605117364717,-0.3036739597989188
6426,Jason Kidd,30.0,New Jersey Nets,PG,67.0,66.0,36.6,5.5,14.3,0.384,1.4,4.4,0.321,4.1,9.9,0.411,0.433,3.1,3.7,0.827,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6,15.5,2004,17.0,1230.0,0.014,7.2,0.141,47,35,.573,—,90.3,87.8,1.88,-1.4083325041955375,-0.34340337100015306,1.418011860994325,0.75465118165495,-0.8414252142442193,-2.3095840549999505,-2.095820571823941,-1.1090293566557727,-1.1551185488763809
6572,Jayson Tatum,21.0,Boston Celtics,PF,66.0,66.0,34.3,8.4,18.6,0.45,2.9,7.1,0.403,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4,2020,1.0,1010.0,0.001,6.9,0.146,48,24,.667,5.0,113.7,107.3,5.83,0.11076418313123976,-0.16018816139948844,-0.8928449130143092,-0.008602241448916846,-0.046319119677620854,-0.8524138216273394,0.1310737409414594,-1.1992053621067058,-1.0512838428913245
6574,Jayson Tatum,23.0,Boston Celtics,SF,76.0,76.0,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,2022,43.0,1000.0,0.043,9.6,0.169,51,31,.622,—,111.8,104.5,7.02,0.7837817028329765,0.14517052126828606,-0.37103854468977876,-0.7718556645527833,-0.3870788744918774,-0.7861788110194933,0.10738337591204022,-0.38762131304830766,-0.573644195360065
6575,Jayson Tatum,24.0,Boston Celtics,SF,74.0,74.0,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,2023,280.0,1000.0,0.28,10.5,0.185,57,25,.695,—,117.9,111.4,6.38,1.3991120065602793,0.38945746740250586,-0.29649477778627464,-0.5810423087768165,-0.2734922895537919,-0.4991604317188273,0.5101195814121661,-0.11709329669550812,-0.24137313620788498
6576,Jayson Tatum,25.0,Boston Celtics,PF,74.0,74.0,35.7,9.1,19.3,0.471,3.1,8.2,0.376,6.0,11.0,0.542,0.552,5.6,6.7,0.833,0.9,7.2,8.1,4.9,1.0,0.6,2.5,2.0,26.9,2024,86.0,990.0,0.087,10.4,0.189,64,18,.780,—,120.6,109.2,10.75,0.7837817028329765,0.1757063895350634,-0.1846791274310179,-0.7718556645527833,-0.3870788744918774,-0.38876874737241846,0.7233328666769386,-0.1471519651791524,-0.15830537141983986
6577,Jayson Tatum,26.0,Boston Celtics,PF,72.0,72.0,36.4,9.2,20.3,0.452,3.5,10.1,0.343,5.7,10.2,0.559,0.537,5.0,6.1,0.814,0.7,8.0,8.7,6.0,1.1,0.5,2.9,2.2,26.8,2025,311.0,1000.0,0.311,9.5,0.174,61,21,.744,—,116.3,107.2,8.28,0.7645526308414988,0.358921599135728,0.2253115905382559,-0.5810423087768165,-0.5006654594299629,-0.8082571478887753,0.3679773912356511,-0.41767998153195196,-0.4698094893750091
6775,Jermaine O'Neal,25.0,Indiana Pacers,PF,78.0,78.0,35.7,7.8,17.9,0.434,0.0,0.2,0.111,7.8,17.7,0.438,0.435,4.5,5.9,0.757,2.5,7.5,10.0,2.1,0.8,2.6,2.3,3.2,20.1,2004,523.0,1230.0,0.425,9.0,0.155,61,21,.744,—,91.4,85.6,4.93,-0.5237951925875401,0.7558878866038351,-1.2282918640800788,-1.1534823761047166,1.8846528242698326,-1.2056672115358513,-2.0484398417651026,-0.5679733239501739,-0.864381372118223
6840,Jerry Stackhouse,26.0,Detroit Pistons,SG,80.0,80.0,40.2,9.7,24.1,0.402,2.1,5.9,0.351,7.6,18.2,0.418,0.445,8.3,10.1,0.822,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2.0,29.8,2001,3.0,1240.0,0.002,9.2,0.137,32,50,.390,20.0,95.6,97.3,-2.08,1.3414247905858447,-1.1068000776695894,-0.1101353605275138,-0.3902289530008501,-0.2734922895537919,-1.9121739913528744,-1.8115361914709112,-0.5078559869828854,-1.2381863136644256
6841,Jerry Stackhouse,27.0,Detroit Pistons,SF,76.0,76.0,35.3,6.9,17.4,0.397,1.1,3.9,0.287,5.8,13.4,0.43,0.43,6.5,7.6,0.858,1.0,3.1,4.1,5.3,1.0,0.5,3.5,2.1,21.4,2002,3.0,1260.0,0.002,5.8,0.104,50,32,.610,—,94.3,92.2,1.69,-0.27381725669832413,-1.0457283411360345,-0.035591593624009384,-0.7718556645527833,-0.5006654594299629,-2.0225656756992842,-2.1668916669121985,-1.5298507154267942,-1.9234953731657976
6909,Jimmy Butler,28.0,Minnesota Timberwolves,SG,59.0,59.0,36.7,7.4,15.6,0.474,1.2,3.4,0.35,6.2,12.2,0.509,0.512,6.2,7.2,0.854,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2,2018,5.0,1010.0,0.005,8.9,0.198,47,35,.573,2.0,109.5,107.3,2.35,-0.11998468076649844,-0.6792979219347052,-0.1846791274310179,1.1362778932068833,-0.6142520443680484,-0.3225337367645725,-0.22428173449982813,-0.5980319924338181,0.028597099353261705
6910,Jimmy Butler,30.0,Miami Heat,SF,58.0,58.0,33.8,5.9,13.1,0.455,0.5,2.1,0.244,5.4,11.0,0.495,0.474,7.6,9.1,0.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9,2020,9.0,1010.0,0.009,9.0,0.221,44,29,.603,—,112.0,109.1,2.59,-0.562253336570497,-0.25179576619982075,0.2253115905382559,0.75465118165495,-0.3870788744918774,-0.7420221372809294,-1.1245156056177565,-0.5679733239501739,0.5062367468845207
6913,Jimmy Butler,33.0,Miami Heat,PF,64.0,64.0,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,2023,3.0,1000.0,0.003,12.3,0.277,44,38,.537,—,109.5,109.8,-0.13,0.014618823173848786,-0.4960827123340403,-0.035591593624009384,0.75465118165495,-0.7278386293061337,1.112558159738758,0.912855786912292,0.423962736010091,1.669185453917152
6934,Joakim Noah,27.0,Chicago Bulls,C,66.0,64.0,36.8,4.6,9.5,0.481,0.0,0.1,0.0,4.6,9.5,0.485,0.481,2.7,3.6,0.751,3.9,7.2,11.1,4.0,1.2,2.1,2.7,2.8,11.9,2013,1.0,1210.0,0.001,7.3,0.145,45,37,.549,4.5,93.2,92.9,-0.02,-2.1005790958887522,1.0917824375383869,-0.5201260784967876,-0.3902289530008501,1.3167198995794052,-0.16798537867959842,-0.9586830504118223,-1.0789706881721284,-1.0720507840883358
6935,Joakim Noah,28.0,Chicago Bulls,C,80.0,80.0,35.3,4.8,10.0,0.475,0.0,0.0,0.0,4.8,10.0,0.476,0.475,3.1,4.2,0.737,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1,12.6,2014,322.0,1250.0,0.258,11.2,0.19,48,34,.585,8.0,93.7,91.8,1.20,-1.9659755919484052,1.1528541740719422,0.0016802898277429876,-0.3902289530008501,0.6352003899508921,-0.30045539989529046,-1.1008252405883374,0.09331738269000235,-0.13753843022282858
6962,Joe Dumars,27.0,Detroit Pistons,SG,80.0,80.0,38.1,7.8,16.2,0.481,0.2,0.6,0.311,7.6,15.6,0.488,0.487,4.6,5.2,0.89,0.8,1.6,2.3,5.5,1.1,0.1,2.4,1.7,20.4,1991,8.0,960.0,0.008,9.9,0.155,50,32,.610,11.0,100.1,96.8,3.08,-0.4661079766131061,-1.5953739699380287,0.03895217327949503,-0.5810423087768165,-0.9550117991823048,-0.16798537867959842,-0.8165408602353074,-0.2974453075973743,-0.864381372118223
6964,Joe Dumars,29.0,Detroit Pistons,SG,77.0,77.0,40.2,8.8,18.9,0.466,1.5,3.9,0.375,7.3,15.0,0.489,0.504,4.5,5.2,0.864,0.8,1.1,1.9,4.0,1.0,0.1,1.8,1.8,23.5,1993,1.0,980.0,0.001,9.1,0.141,40,42,.488,17.0,100.6,102.0,-1.10,0.12999325512271823,-1.7175174430051383,-0.5201260784967876,-0.7718556645527833,-0.9550117991823048,-0.4991604317188273,-0.41380465473518147,-0.5379146554665296,-1.1551185488763809
6999,Joe Johnson,28.0,Atlanta Hawks,SG,76.0,76.0,38.0,8.4,18.2,0.458,1.7,4.6,0.369,6.7,13.6,0.488,0.505,2.9,3.5,0.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,2010,1.0,1230.0,0.001,8.4,0.14,53,29,.646,6.0,101.7,97.0,4.44,-0.2930463286898019,-0.8930489998021474,-0.1846791274310179,-0.5810423087768165,-0.9550117991823048,-0.6757871266730833,-0.3901142897057623,-0.7483253348520401,-1.1758854900733917
7001,Joe Johnson,30.0,Atlanta Hawks,SG,60.0,60.0,35.5,7.1,15.5,0.454,2.1,5.4,0.388,5.0,10.2,0.489,0.521,2.6,3.1,0.849,0.9,2.8,3.7,3.9,0.8,0.2,1.9,1.3,18.8,2012,1.0,1210.0,0.001,6.4,0.145,40,26,.606,6.0,96.6,93.2,2.67,-0.7737731284767568,-1.1678718142031443,-0.5573979619485397,-1.1534823761047166,-0.8414252142442193,-0.7641004741502113,-0.011068449235055613,-1.3494987045249278,-1.0720507840883358
7054,Joel Embiid,23.0,Philadelphia 76ers,C,63.0,63.0,30.3,8.1,16.8,0.483,1.0,3.4,0.308,7.0,13.4,0.527,0.514,5.7,7.4,0.769,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,22.9,2018,4.0,1010.0,0.004,6.2,0.155,52,30,.634,7.0,109.8,105.3,4.30,0.014618823173848786,1.0612465692716095,-0.8183011461108048,-1.53510908765665,0.9759601447651486,-0.12382870494103441,-0.1769010044409898,-1.4096160414922165,-0.864381372118223
7055,Joel Embiid,24.0,Philadelphia 76ers,C,64.0,64.0,33.7,9.1,18.7,0.484,1.2,4.1,0.3,7.8,14.6,0.535,0.517,8.2,10.1,0.804,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5,2019,49.0,1010.0,0.049,8.7,0.194,51,31,.622,7.0,115.2,112.5,2.25,0.8991561347818461,1.8551791442078231,-0.631941728852044,-1.3442957318806834,1.089546729703234,-0.10175036807175242,-0.10582990935273229,-0.6581493294011073,-0.05447066543478343
7057,Joel Embiid,26.0,Philadelphia 76ers,C,51.0,51.0,31.1,9.0,17.6,0.513,1.1,3.0,0.377,7.9,14.6,0.541,0.545,9.2,10.7,0.859,2.2,8.4,10.6,2.8,1.0,1.4,3.1,2.4,28.5,2021,586.0,1010.0,0.58,8.8,0.266,49,23,.681,—,113.6,108.1,5.28,1.091446854696628,0.9391030962044996,-0.9673886799178137,-0.7718556645527833,0.5216138050128065,0.5385214011374257,0.5575003114710044,-0.6280906609174625,1.440749100750028
7058,Joel Embiid,27.0,Philadelphia 76ers,C,68.0,68.0,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,2022,706.0,1000.0,0.706,12.0,0.252,51,31,.622,—,109.9,107.3,2.57,1.4952573665176703,1.2749976471390516,-0.44558231159328315,-0.5810423087768165,0.6352003899508921,0.22942468496747764,0.29690629614739356,0.33378673055915764,1.1500119239918698
7059,Joel Embiid,28.0,Philadelphia 76ers,C,66.0,66.0,34.6,11.0,20.1,0.548,1.0,3.0,0.33,10.0,17.1,0.587,0.573,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,2023,915.0,1000.0,0.915,12.3,0.259,54,28,.659,3.0,115.2,110.9,4.37,1.9759841663046251,0.8169596231373898,-0.44558231159328315,-0.7718556645527833,0.862373559827063,1.3112631915622959,1.2208305322947386,0.423962736010091,1.295380512370949
7195,John Stockton,28.0,Utah Jazz,PG,82.0,82.0,37.8,6.0,11.9,0.507,0.7,2.0,0.345,5.3,9.9,0.541,0.537,4.4,5.3,0.836,0.6,2.3,2.9,14.2,2.9,0.2,3.6,2.8,17.2,1991,15.0,960.0,0.016,14.0,0.217,54,28,.659,1.0,104.0,100.7,3.18,-1.0814382803404081,-1.4121587603373638,3.281606033581934,2.8535980951905833,-0.8414252142442193,0.4060513799217337,0.3679773912356511,0.9349601002320453,0.4231689820964755
7196,John Stockton,29.0,Utah Jazz,PG,82.0,82.0,36.6,5.5,11.5,0.482,1.0,2.5,0.407,4.5,9.0,0.503,0.527,3.8,4.5,0.842,0.8,2.5,3.3,13.7,3.0,0.3,3.5,2.9,15.8,1992,18.0,960.0,0.019,13.4,0.215,55,27,.671,—,108.3,101.9,5.70,-1.3506452882211026,-1.2900152872702542,3.0952466163231733,3.04441145096655,-0.7278386293061337,-0.1459070418103164,0.1310737409414594,0.7546080893301791,0.38163509970245296
